Name,Games Played,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/TOV,STL/TOV,Age,Birth_Place,Birthdate,Collage,Experience,Height,Team,Weight,BMI,PTSPM,FGMPM,FGAPM,TPMPM,TPAPM,DREBPM,ASTPM,STLPM,BLKPM,OREBPM,Pos
Rodney Hood,50,1064,433,155,374,41.4,62,170,36.5,61,80,76.3,9,108,117,83,30,12,45,119,392,1.84,0.67,23,us,10/20/92,Duke University,0,200,UTA,92.7,23.175,0.407,0.146,0.352,0.058,0.16,0.102,0.078,0.028,0.011,0.008,SG
Rodney Stuckey,71,1874,896,332,754,44,55,141,39,177,216,81.9,36,212,248,219,56,10,118,131,850,1.86,0.48,29,us,4/21/86,Eastern Washington University,7,192.5,IND,94.5,25.50177096,0.478,0.177,0.402,0.029,0.075,0.113,0.117,0.03,0.005,0.019,PG
Ronnie Price,43,982,221,77,223,34.5,31,109,28.4,36,45,80,19,50,69,165,67,4,52,118,319,3.17,1.29,32,us,6/21/83,Utah Valley State College,9,185,LAL,85.5,24.9817385,0.225,0.078,0.227,0.032,0.111,0.051,0.168,0.068,0.004,0.019,PG
Ronny Turiaf,2,19,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0,0,,,,,,,,,,0,0,0,0,0,0.053,0.105,0,0,0,
Roy Hibbert,76,1926,802,317,710,44.6,0,2,0,168,204,82.4,156,384,540,84,18,125,107,216,1033,0.79,0.17,29,us,12/11/86,Georgetown University,6,215,IND,121.5,26.2844781,0.416,0.165,0.369,0,0.001,0.199,0.044,0.009,0.065,0.081,C
Rudy Gay,68,2408,1432,508,1116,45.5,79,220,35.9,337,393,85.8,98,301,399,250,71,41,183,157,1346,1.37,0.39,29,us,8/17/86,University of Connecticut,8,200,SAC,103.5,25.875,0.595,0.211,0.463,0.033,0.091,0.125,0.104,0.029,0.017,0.041,SF
Rudy Gobert,82,2158,686,258,427,60.4,0,2,0,170,273,62.3,265,510,775,109,64,189,111,175,1440,0.98,0.58,23,fr,6/26/92,,1,212.5,UTA,110.25,24.41522491,0.318,0.12,0.198,0,0.001,0.236,0.051,0.03,0.088,0.123,C
Russ Smith,12,65,30,8,25,32,2,11,18.2,12,13,92.3,1,5,6,8,3,0,12,13,17,0.67,0.25,24,us,4/19/91,University of Louisville,0,180,MEM,74.25,22.91666667,0.462,0.123,0.385,0.031,0.169,0.077,0.123,0.046,0,0.015,PG
Russell Westbrook,67,2302,1886,627,1471,42.6,86,288,29.9,546,654,83.5,124,364,488,574,140,14,293,184,1857,1.96,0.48,,,,,,,,,,0.819,0.272,0.639,0.037,0.125,0.158,0.249,0.061,0.006,0.054,
Ryan Anderson,61,1675,833,291,729,39.9,122,359,34,129,151,85.4,108,187,295,55,33,20,62,113,714,0.89,0.53,27,us,5/6/88,University of California,6,205,NOH,108,25.6989887,0.497,0.174,0.435,0.073,0.214,0.112,0.033,0.02,0.012,0.064,PF
Ryan Hollins,46,441,137,53,82,64.6,0,0,0,31,54,57.4,36,67,103,14,6,19,25,65,202,0.56,0.24,31,us,10/10/84,"University of California, Los Angeles",8,210,SAC,108,24.48979592,0.311,0.12,0.186,0,0,0.152,0.032,0.014,0.043,0.082,C
Ryan Kelly,52,1233,332,104,309,33.7,45,134,33.6,79,95,83.2,13,133,146,92,30,24,37,118,366,2.49,0.81,24,us,4/9/91,Duke University,1,207.5,LAL,103.5,24.03832196,0.269,0.084,0.251,0.036,0.109,0.108,0.075,0.024,0.019,0.011,PF
Samuel Dalembert,32,544,128,57,130,43.8,0,0,0,14,20,70,53,115,168,29,14,41,39,70,262,0.74,0.36,34,ht,5/10/81,Seton Hall University,12,207.5,NYK,114.75,26.65118305,0.235,0.105,0.239,0,0,0.211,0.053,0.026,0.075,0.097,C
Sean Kilpatrick,4,72,22,7,20,35,4,13,30.8,4,4,100,1,5,6,4,3,0,2,3,20,2,1.5,25,us,1/6/90,University of Cincinnati,0,190,MIN,94.5,26.17728532,0.306,0.097,0.278,0.056,0.181,0.069,0.056,0.042,0,0.014,SG
Sebastian Telfair,16,327,134,46,125,36.8,18,60,30,24,34,70.6,2,28,30,45,10,0,18,29,112,2.5,0.56,,,,,,,,,,0.41,0.141,0.382,0.055,0.183,0.086,0.138,0.031,0,0.006,
Serge Ibaka,64,2116,917,374,786,47.6,77,205,37.6,92,110,83.6,135,364,499,55,30,155,97,194,1129,0.57,0.31,26,cg,9/18/89,,5,205,OKC,105.75,25.1635931,0.433,0.177,0.371,0.036,0.097,0.172,0.026,0.014,0.073,0.064,PF
Sergey Karasev,33,555,153,54,134,40.3,16,54,29.6,29,38,76.3,22,44,66,46,23,1,24,45,176,1.92,0.96,22,ru,10/26/93,,1,197.5,NJN,93.6,23.99615446,0.276,0.097,0.241,0.029,0.097,0.079,0.083,0.041,0.002,0.04,SG
Seth Curry,2,8,0,0,3,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,25,us,8/23/90,Duke University,1,185,PHO,83.25,24.32432432,0,0,0.375,0,0.125,0.25,0.125,0,0,0,PG
Shabazz Muhammad,38,866,512,194,397,48.9,20,51,39.2,104,145,71.7,63,91,154,44,18,7,35,49,456,1.26,0.51,23,us,11/13/92,"University of California, Los Angeles",1,195,MIN,100.35,26.39053254,0.591,0.224,0.458,0.023,0.059,0.105,0.051,0.021,0.008,0.073,SG
Shabazz Napier,51,1012,261,87,228,38.2,43,118,36.4,44,56,78.6,17,96,113,130,40,4,81,76,314,1.61,0.49,,,,,,,,,,0.258,0.086,0.225,0.042,0.117,0.095,0.128,0.04,0.004,0.017,
Shane Larkin,76,1865,470,187,432,43.3,35,116,30.2,61,78,78.2,29,147,176,226,93,9,83,150,629,2.72,1.12,23,us,10/2/92,University of Miami,1,177.5,NYK,78.75,24.99504067,0.252,0.1,0.232,0.019,0.062,0.079,0.121,0.05,0.005,0.016,PG
Shannon Brown,5,89,20,7,19,36.8,3,7,42.9,3,4,75,0,1,1,3,4,0,4,8,11,0.75,1,30,us,11/29/85,Michigan State University,8,190,MIA,92.25,25.55401662,0.225,0.079,0.213,0.034,0.079,0.011,0.034,0.045,0,0,SG
Shaun Livingston,78,1468,461,198,396,50,0,2,0,65,91,71.4,43,140,183,259,49,20,102,110,646,2.54,0.48,30,us,9/11/85,,9,197.5,GSW,86.4,22.15029643,0.314,0.135,0.27,0,0.001,0.095,0.176,0.033,0.014,0.029,PG
Shavlik Randolph,21,126,24,9,35,25.7,0,5,0,6,12,50,16,22,38,4,5,3,3,16,39,1.33,1.67,32,us,11/24/83,Duke University,7,205,BOS,108,25.6989887,0.19,0.071,0.278,0,0.04,0.175,0.032,0.04,0.024,0.127,PF
Shawn Marion,57,1101,276,119,267,44.6,12,46,26.1,26,34,76.5,64,138,202,51,27,27,33,58,394,1.55,0.82,37,us,5/7/78,"University of Nevada, Las Vegas",15,197.5,CLE,99,25.38054799,0.251,0.108,0.243,0.011,0.042,0.125,0.046,0.025,0.025,0.058,SF
Shawne Williams,63,1087,341,121,300,40.3,64,178,36,35,40,87.5,36,130,166,44,25,21,30,135,383,1.47,0.83,24,us,3/27/91,Western Michigan University,0,207.5,IND,112.5,26.12861083,0.314,0.111,0.276,0.059,0.164,0.12,0.04,0.023,0.019,0.033,PF
Shayne Whittington,20,108,57,19,42,45.2,1,6,16.7,18,23,78.3,10,19,29,6,5,2,5,18,66,1.2,1,,,,,,,,,,0.528,0.176,0.389,0.009,0.056,0.176,0.056,0.046,0.019,0.093,
Shelvin Mack,55,833,299,117,292,40.1,40,127,31.5,25,31,80.6,8,71,79,155,30,2,49,32,335,3.16,0.61,25,us,4/22/90,Butler University,3,187.5,ATL,91.35,25.984,0.359,0.14,0.351,0.048,0.152,0.085,0.186,0.036,0.002,0.01,PG
Sim Bhullar,3,3,2,1,2,50,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,23,ca,12/2/92,New Mexico State University,0,222.5,SAC,162,32.72314102,0.667,0.333,0.667,0,0,0.333,0.333,0,0.333,0,C
Solomon Hill,82,2381,729,251,634,39.6,68,208,32.7,159,193,82.4,70,244,314,184,66,18,115,177,779,1.6,0.57,24,us,3/18/91,University of Arizona,1,197.5,IND,101.25,25.95737863,0.306,0.105,0.266,0.029,0.087,0.102,0.077,0.028,0.008,0.029,SF
Spencer Dinwiddie,34,455,145,51,169,30.2,12,65,18.5,31,34,91.2,4,44,48,104,19,6,33,53,168,3.15,0.58,22,us,4/6/93,University of Colorado,0,195,DET,90,23.66863905,0.319,0.112,0.371,0.026,0.143,0.097,0.229,0.042,0.013,0.009,PG
Spencer Hawes,73,1274,425,163,415,39.3,55,176,31.3,44,68,64.7,30,228,258,88,24,53,61,173,511,1.44,0.39,27,us,4/28/88,University of Washington,7,212.5,LAC,110.25,24.41522491,0.334,0.128,0.326,0.043,0.138,0.179,0.069,0.019,0.042,0.024,PF
Stephen Curry,80,2613,1900,653,1341,48.7,286,646,44.3,308,337,91.4,56,285,341,619,163,16,249,158,2073,2.49,0.66,27,us,3/14/88,Davidson College,5,187.5,GSW,85.5,24.32,0.727,0.25,0.513,0.109,0.247,0.109,0.237,0.062,0.006,0.021,PG
Steve Blake,81,1529,350,122,327,37.3,77,219,35.2,29,41,70.7,16,121,137,288,41,5,104,118,500,2.77,0.39,35,us,2/26/80,University of Maryland,11,187.5,POR,77.4,22.016,0.229,0.08,0.214,0.05,0.143,0.079,0.188,0.027,0.003,0.01,PG
Steve Novak,35,197,63,22,56,39.3,19,48,39.6,0,2,0,2,20,22,11,0,2,5,23,57,2.2,0,32,us,6/13/83,Marquette University,8,205,OKC,101.25,24.0928019,0.32,0.112,0.284,0.096,0.244,0.102,0.056,0,0.01,0.01,PF
Steven Adams,70,1771,537,217,399,54.4,0,2,0,103,205,50.2,199,324,523,66,38,86,99,222,867,0.67,0.38,22,nz,7/20/93,University of Pittsburgh,1,210,OKC,114.75,26.02040816,0.303,0.123,0.225,0,0.001,0.183,0.037,0.021,0.049,0.112,C
Taj Gibson,62,1692,640,254,506,50.2,0,0,0,132,184,71.7,162,234,396,71,36,75,77,162,837,0.92,0.47,30,us,6/24/85,University of Southern California,5,202.5,CHI,101.25,24.69135802,0.378,0.15,0.299,0,0,0.138,0.042,0.021,0.044,0.096,PF
Tarik Black,63,1195,379,157,273,57.5,0,1,0,65,118,55.1,142,226,368,42,19,24,48,158,615,0.88,0.4,24,us,11/22/91,University of Kansas,0,202.5,LAL,112.5,27.43484225,0.317,0.131,0.228,0,0.001,0.189,0.035,0.016,0.02,0.119,C
Tayshaun Prince,58,1397,434,177,402,44,31,67,46.3,49,65,75.4,52,158,210,93,29,16,35,55,506,2.66,0.83,35,us,2/28/80,University of Kentucky,12,202.5,MEM,95.4,23.26474623,0.311,0.127,0.288,0.022,0.048,0.113,0.067,0.021,0.011,0.037,SF
Terrence Jones,33,889,386,158,299,52.8,13,37,35.1,57,94,60.6,78,142,220,36,18,59,37,78,504,0.97,0.49,23,us,1/9/92,University of Kentucky,2,202.5,HOU,113.4,27.65432099,0.434,0.178,0.336,0.015,0.042,0.16,0.04,0.02,0.066,0.088,PF
Terrence Ross,82,2092,807,309,753,41,145,390,37.2,44,56,78.6,32,194,226,86,53,25,69,136,672,1.25,0.77,24,us,2/5/91,University of Washington,2,197.5,TOR,92.7,23.76542221,0.386,0.148,0.36,0.069,0.186,0.093,0.041,0.025,0.012,0.015,SF
Thabo Sefolosha,52,976,278,104,249,41.8,25,78,32.1,45,58,77.6,53,170,223,75,53,21,38,67,454,1.97,1.4,31,ch,5/2/84,,8,197.5,ATL,99,25.38054799,0.285,0.107,0.255,0.026,0.08,0.174,0.077,0.054,0.022,0.054,SF
Thaddeus Young,76,2434,1071,451,968,46.6,38,115,33,131,200,65.5,127,284,411,173,124,25,117,171,1101,1.48,1.06,,,,,,,,,,0.44,0.185,0.398,0.016,0.047,0.117,0.071,0.051,0.01,0.052,
Thomas Robinson,54,798,308,126,260,48.5,0,2,0,56,106,52.8,95,208,303,33,32,20,59,104,453,0.56,0.54,,,,,,,,,,0.386,0.158,0.326,0,0.003,0.261,0.041,0.04,0.025,0.119,
Tiago Splitter,52,1030,428,169,303,55.8,0,0,0,90,120,75,91,161,252,78,35,37,60,103,606,1.3,0.58,30,br,1/1/85,,4,207.5,SAS,110.25,25.60603861,0.416,0.164,0.294,0,0,0.156,0.076,0.034,0.036,0.088,C
Tim Duncan,77,2227,1070,419,819,51.2,2,7,28.6,230,311,74,170,534,704,230,63,151,131,165,1606,1.76,0.48,39,vi,4/25/76,Wake Forest University,17,207.5,SAS,112.5,26.12861083,0.48,0.188,0.368,0.001,0.003,0.24,0.103,0.028,0.068,0.076,C
Tim Frazier,11,240,57,21,61,34.4,5,17,29.4,10,21,47.6,6,22,28,60,8,0,25,26,77,2.4,0.32,25,us,11/1/90,Pennsylvania State University,0,182.5,POR,76.5,22.96866204,0.238,0.088,0.254,0.021,0.071,0.092,0.25,0.033,0,0.025,PG
Tim Hardaway Jr.,70,1681,804,279,717,38.9,121,354,34.2,125,156,80.1,12,144,156,127,20,14,82,119,570,1.55,0.24,23,us,3/16/92,University of Michigan,1,195,NYK,92.25,24.26035503,0.478,0.166,0.427,0.072,0.211,0.086,0.076,0.012,0.008,0.007,SG
Timofey Mozgov,81,2046,785,314,566,55.5,2,6,33.3,155,216,71.8,203,388,591,55,33,97,116,227,1132,0.47,0.28,29,ru,7/16/86,,4,212.5,CLE,123.75,27.40484429,0.384,0.153,0.277,0.001,0.003,0.19,0.027,0.016,0.047,0.099,C
TJ Warren,40,614,245,113,214,52.8,5,21,23.8,14,19,73.7,41,44,85,25,18,9,27,51,249,0.93,0.67,,,,,,,,,,0.399,0.184,0.349,0.008,0.034,0.072,0.041,0.029,0.015,0.067,
Tobias Harris,68,2369,1164,442,949,46.6,87,239,36.4,193,245,78.8,73,357,430,124,69,36,115,134,1149,1.08,0.6,23,us,7/15/92,University of Tennessee,3,202.5,ORL,105.75,25.78875171,0.491,0.187,0.401,0.037,0.101,0.151,0.052,0.029,0.015,0.031,SF
Toney Douglas,12,177,51,19,51,37.3,5,18,27.8,8,13,61.5,2,20,22,24,11,4,10,20,65,2.4,1.1,29,us,3/16/86,Florida State University,5,185,NOH,87.75,25.63915267,0.288,0.107,0.288,0.028,0.102,0.113,0.136,0.062,0.023,0.011,SG
Tony Allen,63,1648,539,225,455,49.5,10,29,34.5,79,126,62.7,103,177,280,86,129,30,86,166,701,1,1.5,33,us,1/11/82,Oklahoma State University,10,190,MEM,95.85,26.55124654,0.327,0.137,0.276,0.006,0.018,0.107,0.052,0.078,0.018,0.063,SG
Tony Parker,68,1953,976,404,832,48.6,38,89,42.7,130,166,78.3,15,114,129,335,44,2,146,108,876,2.3,0.3,33,be,5/17/82,,13,185,SAS,83.25,24.32432432,0.5,0.207,0.426,0.019,0.046,0.058,0.172,0.023,0.001,0.008,PG
Tony Snell,72,1412,435,159,371,42.9,73,197,37.1,44,55,80,31,145,176,62,32,11,48,86,445,1.29,0.67,24,us,11/10/91,University of New Mexico,1,197.5,CHI,90,23.07322544,0.308,0.113,0.263,0.052,0.14,0.103,0.044,0.023,0.008,0.022,SF
Tony Wroten,30,895,507,175,434,40.3,37,142,26.1,120,180,66.7,22,64,86,157,48,8,113,72,374,1.39,0.43,,,,,,,,,,0.566,0.196,0.485,0.041,0.159,0.072,0.175,0.054,0.009,0.025,
Toure' Murry,5,18,6,2,5,40,0,0,0,2,2,100,1,0,1,1,1,0,4,2,2,0.25,0.25,26,us,11/8/89,Wichita State University,1,192.5,WAS,87.75,23.68021589,0.333,0.111,0.278,0,0,0,0.056,0.056,0,0.056,SG
Travis Wear,51,672,199,84,209,40.2,11,30,36.7,20,26,76.9,31,75,106,40,15,11,35,55,205,1.14,0.43,,,,,,,,,,0.296,0.125,0.311,0.016,0.045,0.112,0.06,0.022,0.016,0.046,
Trevor Ariza,82,2930,1048,366,910,40.2,194,555,35,122,143,85.3,77,382,459,209,152,17,141,186,1179,1.48,1.08,30,us,6/30/85,"University of California, Los Angeles",10,200,HOU,96.75,24.1875,0.358,0.125,0.311,0.066,0.189,0.13,0.071,0.052,0.006,0.026,SF
Trevor Booker,79,1564,567,226,464,48.7,29,84,34.5,86,148,58.1,139,258,397,83,43,41,88,144,743,0.94,0.49,28,us,11/25/87,Clemson University,4,200,UTA,102.6,25.65,0.363,0.145,0.297,0.019,0.054,0.165,0.053,0.027,0.026,0.089,PF
Trey Burke,76,2288,973,370,1005,36.8,124,390,31.8,109,145,75.2,31,173,204,328,65,15,124,119,790,2.65,0.52,23,us,11/12/92,University of Michigan,1,182.5,UTA,85.95,25.80596735,0.425,0.162,0.439,0.054,0.17,0.076,0.143,0.028,0.007,0.014,PG
Tristan Thompson,82,2194,693,267,488,54.7,0,0,0,159,248,64.1,274,383,657,39,34,61,83,189,1091,0.47,0.41,,,,,,,,,,0.316,0.122,0.222,0,0,0.175,0.018,0.015,0.028,0.125,
Troy Daniels,47,397,176,61,165,37,43,118,36.4,11,13,84.6,8,25,33,22,6,1,20,40,112,1.1,0.3,24,us,7/15/91,Virginia Commonwealth University,1,190,MIN,92.25,25.55401662,0.443,0.154,0.416,0.108,0.297,0.063,0.055,0.015,0.003,0.02,SG
Ty Lawson,75,2665,1143,404,926,43.6,70,205,34.1,265,363,73,42,192,234,720,92,9,185,128,1393,3.89,0.5,28,us,11/3/87,University of North Carolina,5,177.5,DEN,87.75,27.85161674,0.429,0.152,0.347,0.026,0.077,0.072,0.27,0.035,0.003,0.016,PG
Tyler Ennis,33,411,121,52,144,36.1,12,43,27.9,5,7,71.4,7,28,35,73,18,5,42,36,116,1.74,0.43,21,ca,8/24/94,Syracuse University,0,187.5,PHO,87.3,24.832,0.294,0.127,0.35,0.029,0.105,0.068,0.178,0.044,0.012,0.017,PG
Tyler Hansbrough,74,1058,270,86,165,52.1,1,7,14.3,97,139,69.8,106,159,265,21,30,15,20,141,460,1.05,1.5,30,us,11/3/85,University of North Carolina,5,202.5,TOR,112.5,27.43484225,0.255,0.081,0.156,0.001,0.007,0.15,0.02,0.028,0.014,0.1,PF
Tyler Johnson,32,603,190,70,167,41.9,18,48,37.5,32,47,68.1,14,67,81,42,33,9,30,42,213,1.4,1.1,23,us,5/7/92,"California State University, Fresno",0,190,MIA,83.7,23.18559557,0.315,0.116,0.277,0.03,0.08,0.111,0.07,0.055,0.015,0.023,SG
Tyler Zeller,82,1731,833,340,619,54.9,0,0,0,153,186,82.3,146,319,465,113,18,52,76,205,1093,1.49,0.24,,,,,,,,,,0.481,0.196,0.358,0,0,0.184,0.065,0.01,0.03,0.084,
Tyreke Evans,79,2690,1313,521,1165,44.7,69,227,30.4,202,291,69.4,82,334,416,521,100,37,246,198,1408,2.12,0.41,26,us,9/19/89,University of Memphis,5,195,NOH,99,26.03550296,0.488,0.194,0.433,0.026,0.084,0.124,0.194,0.037,0.014,0.03,SG
Tyrus Thomas,2,7,4,1,1,100,0,0,0,2,2,100,0,0,0,1,0,0,0,0,5,0,0,,,,,,,,,,0.571,0.143,0.143,0,0,0,0.143,0,0,0,
Tyson Chandler,75,2286,771,293,440,66.6,0,0,0,185,257,72,294,570,864,84,42,91,105,169,1528,0.8,0.4,33,us,10/2/82,,13,212.5,DAL,108,23.91695502,0.337,0.128,0.192,0,0,0.249,0.037,0.018,0.04,0.129,C
Udonis Haslem,62,995,261,107,239,44.8,2,10,20,45,64,70.3,71,187,258,46,21,13,41,113,407,1.12,0.51,35,us,6/9/80,University of Florida,11,200,MIA,105.75,26.4375,0.262,0.108,0.24,0.002,0.01,0.188,0.046,0.021,0.013,0.071,PF
Vander Blue,2,74,22,9,30,30,2,10,20,2,5,40,2,7,9,8,3,0,6,4,12,1.33,0.5,23,us,7/17/92,Marquette University,1,190,LAL,90,24.93074792,0.297,0.122,0.405,0.027,0.135,0.095,0.108,0.041,0,0.027,SG
Victor Claver,10,76,24,9,20,45,6,11,54.5,0,0,0,3,17,20,1,1,1,4,12,32,0.25,0.25,27,es,8/30/88,,2,202.5,POR,100.8,24.58161866,0.316,0.118,0.263,0.079,0.145,0.224,0.013,0.013,0.013,0.039,SF
Victor Oladipo,72,2573,1292,473,1086,43.6,84,248,33.9,262,320,81.9,51,251,302,295,120,19,204,187,1153,1.45,0.59,23,us,5/4/92,Indiana University,1,190,ORL,94.5,26.17728532,0.502,0.184,0.422,0.033,0.096,0.098,0.115,0.047,0.007,0.02,SG
Vince Carter,66,1091,384,135,406,33.3,69,232,29.7,45,57,78.9,27,106,133,79,43,14,43,102,327,1.84,1,38,us,1/26/77,University of North Carolina,16,195,MEM,99,26.03550296,0.352,0.124,0.372,0.063,0.213,0.097,0.072,0.039,0.013,0.025,SG
Wayne Ellington,65,1675,650,254,617,41.2,90,243,37,52,64,81.3,31,179,210,105,33,2,50,77,575,2.1,0.66,28,us,10/29/87,University of North Carolina,5,190,LAL,90,24.93074792,0.388,0.152,0.368,0.054,0.145,0.107,0.063,0.02,0.001,0.019,SG
Wesley Johnson,76,2245,753,286,691,41.4,91,259,35.1,90,112,80.4,67,252,319,124,59,45,87,162,786,1.43,0.68,28,us,7/11/87,Syracuse University,4,197.5,LAL,96.75,24.80371735,0.335,0.127,0.308,0.041,0.115,0.112,0.055,0.026,0.02,0.03,SF
Wesley Matthews,60,2024,956,337,752,44.8,173,445,38.9,109,145,75.2,38,184,222,139,77,10,81,132,872,1.72,0.95,29,us,10/14/86,Marquette University,5,192.5,POR,99,26.716141,0.472,0.167,0.372,0.085,0.22,0.091,0.069,0.038,0.005,0.019,SG
Will Barton,58,984,397,150,353,42.5,23,85,27.1,74,94,78.7,26,136,162,81,48,19,61,70,423,1.33,0.79,24,us,1/6/91,University of Memphis,2,195,POR,78.75,20.71005917,0.403,0.152,0.359,0.023,0.086,0.138,0.082,0.049,0.019,0.026,SG
Will Bynum,7,67,22,10,31,32.3,0,9,0,2,4,50,2,4,6,18,1,1,8,9,17,2.25,0.13,32,us,1/4/83,Georgia Institute of Technology,7,180,WAS,83.25,25.69444444,0.328,0.149,0.463,0,0.134,0.06,0.269,0.015,0.015,0.03,SG
Will Cherry,8,69,15,5,19,26.3,2,9,22.2,3,6,50,1,4,5,8,6,1,4,10,14,2,1.5,24,us,2/8/91,University of Montana,0,180,CLE,83.25,25.69444444,0.217,0.072,0.275,0.029,0.13,0.058,0.116,0.087,0.014,0.014,PG
Willie Green,52,951,306,118,306,38.6,42,121,34.7,28,34,82.4,14,65,79,68,26,5,48,81,242,1.42,0.54,34,us,7/28/81,University of Detroit Mercy,11,190,ORL,90,24.93074792,0.322,0.124,0.322,0.044,0.127,0.068,0.072,0.027,0.005,0.015,SG
Wilson Chandler,78,2471,1085,418,975,42.9,139,406,34.2,110,142,77.5,96,379,475,134,58,29,110,231,1082,1.22,0.53,28,us,5/10/87,DePaul University,7,200,DEN,101.25,25.3125,0.439,0.169,0.395,0.056,0.164,0.153,0.054,0.023,0.012,0.039,SF
Xavier Henry,9,86,20,3,13,23.1,0,0,0,14,24,58.3,2,2,4,3,3,0,3,6,7,1,1,24,be,3/15/91,University of Kansas,4,195,LAL,99,26.03550296,0.233,0.035,0.151,0,0,0.023,0.035,0.035,0,0.023,SF
Zach LaVine,77,1902,778,286,677,42.2,57,167,34.1,149,177,84.2,27,187,214,276,54,10,193,158,720,1.43,0.28,20,us,3/10/95,"University of California, Los Angeles",0,192.5,MIN,85.05,22.95159386,0.409,0.15,0.356,0.03,0.088,0.098,0.145,0.028,0.005,0.014,PG
Zach Randolph,71,2304,1143,454,932,48.7,7,20,35,228,298,76.5,225,522,747,153,69,14,156,175,1422,0.98,0.44,34,us,7/16/81,Michigan State University,13,202.5,MEM,117,28.53223594,0.496,0.197,0.405,0.003,0.009,0.227,0.066,0.03,0.006,0.098,PF
Zaza Pachulia,73,1730,606,240,529,45.4,0,3,0,126,160,78.8,197,303,500,178,80,21,133,170,929,1.34,0.6,31,ge,2/10/84,,11,207.5,MIL,121.5,28.2188997,0.35,0.139,0.306,0,0.002,0.175,0.103,0.046,0.012,0.114,C
Zoran Dragic,16,75,28,11,30,36.7,3,14,21.4,3,5,60,5,3,8,5,2,0,5,6,17,1,0.4,26,si,6/22/89,,0,192.5,PHO,90,24.28740091,0.373,0.147,0.4,0.04,0.187,0.04,0.067,0.027,0,0.067,SG
